# distance along path vs fequencies, number of points: 1204
0.0000000     -0.5655750129     -0.5655750129     -0.4776330645     177.4870744156     177.4870744156     183.7329066913     208.6847529539     208.6847529539     240.1644230526
0.0005599     -0.2989433139     -0.2989300736     0.7267574790     177.4878006036     177.4878007391     183.7322743075     208.6846057994     208.6846059327     240.1650576958
0.0011198     0.7759979711     0.7760081788     1.6724284286     177.4899786434     177.4899789278     183.7303770505     208.6841648063     208.6841650787     240.1669613316
0.0016797     1.3246769314     1.3246859107     2.5647848225     177.4936065706     177.4936070285     183.7272146041     208.6834309921     208.6834314147     240.1701330777
0.0022396     1.8353368994     1.8353455538     3.4454382932     177.4986811170     177.4986817815     183.7227864415     208.6824060545     208.6824066432     240.1745714646
0.0027995     2.3330895386     2.3330980654     4.3214773464     177.5051977128     177.5051986227     183.7170918269     208.6810923714     208.6810931456     240.1802744357
0.0033594     2.8247790835     2.8247875550     5.1951598860     177.5131504881     177.5131516857     183.7101298163     208.6794930001     208.6794939823     240.1872393487
0.0039193     3.3131193109     3.3131277617     6.0674235230     177.5225322755     177.5225338053     183.7018992594     208.6776116776     208.6776128922     240.1954629764
0.0044792     3.7994155063     3.7994239562     6.9387203128     177.5333346133     177.5333365211     183.6923988013     208.6754528188     208.6754542919     240.2049415086
0.0050391     4.2843775850     4.2843860470     7.8092887922     177.5455477497     177.5455500818     183.6816268855     208.6730215166     208.6730232750     240.2156705536
0.0055990     4.7684266185     4.7684351023     8.6792614453     177.5591606470     177.5591634502     183.6695817562     208.6703235407     208.6703256118     240.2276451407
0.0061589     5.2518291851     5.2518376984     9.5487131781     177.5741609876     177.5741643085     183.6562614614     208.6673653364     208.6673677479     240.2408597220
0.0067188     5.7347629397     5.7347714893     10.4176854330     177.5905351792     177.5905390644     183.6416638566     208.6641540234     208.6641568030     240.2553081754
0.0072787     6.2173513253     6.2173599172     11.2861991286     177.6082683621     177.6082728580     183.6257866086     208.6606973949     208.6607005699     240.2709838074
0.0078386     6.6996831611     6.6996918010     12.1542620362     177.6273444165     177.6273495690     183.6086271995     208.6570039154     208.6570075132     240.2878793560
0.0083985     7.1818242843     7.1818329775     13.0218731986     177.6477459701     177.6477518247     183.5901829317     208.6530827198     208.6530867671     240.3059869945
0.0089584     7.6638247710     7.6638335230     13.8890256895     177.6694544067     177.6694610085     183.5704509319     208.6489436110     208.6489481340     240.3252983349
0.0095183     8.1457235810     8.1457323969     14.7557083979     177.6924498760     177.6924572695     183.5494281573     208.6445970579     208.6446020823     240.3458044319
0.0100782     8.6275516368     8.6275605218     15.6219072182     177.7167113029     177.7167195320     183.5271114005     208.6400541933     208.6400597442     240.3674957872
0.0106382     9.1093339223     9.1093428816     16.4876058649     177.7422163984     177.7422255064     183.5034972955     208.6353268115     208.6353329131     240.3903623538
0.0111981     9.5910909445     9.5910999831     17.3527864440     177.7689416709     177.7689517003     183.4785823243     208.6304273652     208.6304340409     240.4143935405
0.0117580     10.0728397739     10.0728488970     18.2174298615     177.7968624378     177.7968734304     183.4523628226     208.6253689624     208.6253762350     240.4395782175
0.0123179     10.5545947984     10.5546040110     19.0815161215     177.8259528381     177.8259648350     183.4248349876     208.6201653637     208.6201732549     240.4659047207
0.0128778     11.0363682777     11.0363775849     19.9450245477     177.8561858459     177.8561988874     183.3959948843     208.6148309778     208.6148395086     240.4933608580
0.0134377     11.5181707580     11.5181801647     20.8079339492     177.8875332841     177.8875474095     183.3658384535     208.6093808583     208.6093900486     240.5219339142
0.0139976     12.0000113846     12.0000208957     21.6702227484     177.9199658389     177.9199810868     183.3343615191     208.6038306987     208.6038405676     240.5516106574
0.0145575     12.4818981423     12.4819077626     22.5318690790     177.9534530753     177.9534694833     183.3015597966     208.5981968283     208.5982073936     240.5823773449
0.0151174     12.9638380407     12.9638477749     23.3928508634     177.9879634529     177.9879810576     183.2674289010     208.5924962066     208.5925074853     240.6142197296
0.0156773     13.4458372583     13.4458471109     24.2531458734     178.0234643428     178.0234831797     183.2319643555     208.5867464177     208.5867584258     240.6471230665
0.0162372     13.9279012570     13.9279112326     25.1127317790     178.0599220447     178.0599421484     183.1951616003     208.5809656650     208.5809784171     240.6810721198
0.0167971     14.4100348724     14.4100449751     25.9715861880     178.0973018051     178.0973232092     183.1570160020     208.5751727638     208.5751862737     240.7160511693
0.0173570     14.8922423854     14.8922526193     26.8296866775     178.1355678364     178.1355905733     183.1175228623     208.5693871347     208.5694014149     240.7520440181
0.0179169     15.3745275809     15.3745379499     27.6870108209     178.1746833363     178.1747074373     183.0766774283     208.5636287961     208.5636438582     240.7890339998
0.0184768     15.8568937941     15.8569043020     28.5435362084     178.2146105084     178.2146360034     183.0344749020     208.5579183560     208.5579342102     240.8270039863
0.0190367     16.3393439491     16.3393545992     29.3992404658     178.2553105828     178.2553375009     182.9909104503     208.5522770032     208.5522936586     240.8659363953
0.0195966     16.8218805897     16.8218913852     30.2541012689     178.2967438386     178.2967722074     182.9459792154     208.5467264977     208.5467439623     240.9058131984
0.0201565     17.3045059050     17.3045168489     31.1080963560     178.3388696265     178.3388994723     182.8996763253     208.5412891612     208.5413074417     240.9466159292
0.0207164     17.7872217504     17.7872328453     31.9612035380     178.3816463921     178.3816777400     182.8519969045     208.5359878658     208.5360069678     240.9883256919
0.0212763     18.2700296651     18.2700409134     32.8134007073     178.4250317006     178.4250645743     182.8029360849     208.5308460226     208.5308659506     241.0309231694
0.0218362     18.7529308863     18.7529422901     33.6646658448     178.4689822616     178.4690166834     182.7524890169     208.5258875698     208.5259083269     241.0743886324
