# qx                      qy                      qz                      omega                   d2dos                   d2dos1                  d2dos2                  n2dos                   n2dos1                  n2dos2
  0.5000000000000E+00     0.0000000000000E+00     0.4000000000000E+00     0.2337845038370E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.4000000000000E+00     0.0000000000000E+00    -0.6000000000000E+00     0.1165944524531E+03     0.2400000000000E+02     0.2400000000000E+02     0.0000000000000E+00     0.1973429968367E+02     0.1973429968367E+02     0.0000000000000E+00
 -0.4000000000000E+00     0.0000000000000E+00    -0.6000000000000E+00     0.1311841799591E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.4000000000000E+00     0.0000000000000E+00    -0.6000000000000E+00     0.1363372914490E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.4000000000000E+00     0.0000000000000E+00    -0.6000000000000E+00     0.1485891150565E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.4000000000000E+00     0.0000000000000E+00    -0.6000000000000E+00     0.1495684058837E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.4000000000000E+00     0.0000000000000E+00    -0.6000000000000E+00     0.1831183326166E+03     0.1000000000000E+01     0.1000000000000E+01     0.0000000000000E+00     0.5539960008331E+01     0.5539960008331E+01     0.0000000000000E+00
 -0.4000000000000E+00     0.0000000000000E+00    -0.6000000000000E+00     0.2244133922679E+03     0.4000000000000E+01     0.0000000000000E+00     0.4000000000000E+01     0.1757147082975E+02     0.0000000000000E+00     0.1757147082975E+02
 -0.4000000000000E+00     0.0000000000000E+00    -0.6000000000000E+00     0.2265965280945E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.4000000000000E+00     0.0000000000000E+00    -0.6000000000000E+00     0.2332244318081E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.3000000000000E+00     0.0000000000000E+00     0.4000000000000E+00     0.1067790964146E+03     0.8000000000000E+01     0.8000000000000E+01     0.0000000000000E+00     0.1927917209292E+02     0.1927917209292E+02     0.0000000000000E+00
 -0.3000000000000E+00     0.0000000000000E+00     0.4000000000000E+00     0.1265474818625E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.3000000000000E+00     0.0000000000000E+00     0.4000000000000E+00     0.1428113693896E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.3000000000000E+00     0.0000000000000E+00     0.4000000000000E+00     0.1545781530835E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.3000000000000E+00     0.0000000000000E+00     0.4000000000000E+00     0.1560757727268E+03     0.6000000000000E+01     0.0000000000000E+00     0.6000000000000E+01     0.3693588824478E+02     0.0000000000000E+00     0.3693588824478E+02
 -0.3000000000000E+00     0.0000000000000E+00     0.4000000000000E+00     0.1814948185674E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.3000000000000E+00     0.0000000000000E+00     0.4000000000000E+00     0.2213906063963E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.3000000000000E+00     0.0000000000000E+00     0.4000000000000E+00     0.2232671289928E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.3000000000000E+00     0.0000000000000E+00     0.4000000000000E+00     0.2334527643443E+03     0.5000000000000E+01     0.0000000000000E+00     0.5000000000000E+01     0.2336090555505E+02     0.0000000000000E+00     0.2336090555505E+02
 -0.2000000000000E+00     0.0000000000000E+00     0.4000000000000E+00     0.9549459457070E+02     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.2000000000000E+00     0.0000000000000E+00     0.4000000000000E+00     0.1105390005950E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.2000000000000E+00     0.0000000000000E+00     0.4000000000000E+00     0.1526433462173E+03     0.6000000000000E+01     0.6000000000000E+01     0.0000000000000E+00     0.9527459102802E+01     0.9527459102802E+01     0.0000000000000E+00
 -0.2000000000000E+00     0.0000000000000E+00     0.4000000000000E+00     0.1625350672339E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.2000000000000E+00     0.0000000000000E+00     0.4000000000000E+00     0.1630147717262E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.2000000000000E+00     0.0000000000000E+00     0.4000000000000E+00     0.1858489339142E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.2000000000000E+00     0.0000000000000E+00     0.4000000000000E+00     0.2174817885555E+03     0.1000000000000E+02     0.0000000000000E+00     0.1000000000000E+02     0.4821105842584E+02     0.0000000000000E+00     0.4821105842584E+02
 -0.2000000000000E+00     0.0000000000000E+00     0.4000000000000E+00     0.2177738766058E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.2000000000000E+00     0.0000000000000E+00     0.4000000000000E+00     0.2302207953175E+03     0.8000000000000E+01     0.0000000000000E+00     0.8000000000000E+01     0.3755449085799E+02     0.0000000000000E+00     0.3755449085799E+02
 -0.1000000000000E+00     0.0000000000000E+00     0.4000000000000E+00     0.8655191391360E+02     0.8000000000000E+01     0.8000000000000E+01     0.0000000000000E+00     0.6864962794963E+01     0.6864962794963E+01     0.0000000000000E+00
 -0.1000000000000E+00     0.0000000000000E+00     0.4000000000000E+00     0.9373779575940E+02     0.1600000000000E+02     0.1600000000000E+02     0.0000000000000E+00     0.2022938109733E+02     0.2022938109733E+02     0.0000000000000E+00
 -0.1000000000000E+00     0.0000000000000E+00     0.4000000000000E+00     0.1626200846118E+03     0.8000000000000E+01     0.0000000000000E+00     0.8000000000000E+01     0.4601327098403E+02     0.0000000000000E+00     0.4601327098403E+02
 -0.1000000000000E+00     0.0000000000000E+00     0.4000000000000E+00     0.1669132769169E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.1000000000000E+00     0.0000000000000E+00     0.4000000000000E+00     0.1682284966701E+03     0.8000000000000E+01     0.8000000000000E+01     0.0000000000000E+00     0.1913963409530E+02     0.1913963409530E+02     0.0000000000000E+00
 -0.1000000000000E+00     0.0000000000000E+00     0.4000000000000E+00     0.1885095927278E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.1000000000000E+00     0.0000000000000E+00     0.4000000000000E+00     0.2132915384505E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.1000000000000E+00     0.0000000000000E+00     0.4000000000000E+00     0.2148514776184E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.1000000000000E+00     0.0000000000000E+00     0.4000000000000E+00     0.2245304009821E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.0000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.8031995106690E+02     0.1200000000000E+02     0.1200000000000E+02     0.0000000000000E+00     0.1842003494061E+02     0.1842003494061E+02     0.0000000000000E+00
  0.0000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.8343960135140E+02     0.4000000000000E+01     0.4000000000000E+01     0.0000000000000E+00     0.8816388932801E+01     0.8816388932801E+01     0.0000000000000E+00
  0.0000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.1506773697771E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.0000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.1686161955123E+03     0.4000000000000E+01     0.4000000000000E+01     0.0000000000000E+00     0.1312891456417E+02     0.1312891456417E+02     0.0000000000000E+00
  0.0000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.1730144277538E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.0000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.1886753442658E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.0000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.2138042049495E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.0000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.2139835706181E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.0000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.2285438006600E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.1000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.7075847384140E+02     0.1400000000000E+02     0.1400000000000E+02     0.0000000000000E+00     0.1505748841660E+02     0.1505748841660E+02     0.0000000000000E+00
  0.1000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.8115140869430E+02     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.1000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.1426815898981E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.1000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.1714631324957E+03     0.5000000000000E+01     0.5000000000000E+01     0.0000000000000E+00     0.1201889075406E+02     0.1201889075406E+02     0.0000000000000E+00
  0.1000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.1722285646813E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.1000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.1928386588190E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.1000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.2114548858234E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.1000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.2140415234827E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.1000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.2299675556398E+03     0.8000000000000E+01     0.0000000000000E+00     0.8000000000000E+01     0.4785271351269E+02     0.0000000000000E+00     0.4785271351269E+02
  0.2000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.7205621663680E+02     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.2000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.8435441289730E+02     0.8000000000000E+01     0.8000000000000E+01     0.0000000000000E+00     0.8164921686081E+01     0.8164921686081E+01     0.0000000000000E+00
  0.2000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.1375990619118E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.2000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.1669500716204E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.2000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.1731463349586E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.2000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.1889169592504E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.2000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.2116443278518E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.2000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.2167388593787E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.2000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.2355915729189E+03     0.1000000000000E+02     0.0000000000000E+00     0.1000000000000E+02     0.4386905449023E+02     0.0000000000000E+00     0.4386905449023E+02
  0.3000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.8324777459650E+02     0.4000000000000E+01     0.4000000000000E+01     0.0000000000000E+00     0.7697736541626E+01     0.7697736541626E+01     0.0000000000000E+00
  0.3000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.9051446367240E+02     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.3000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.1379174040207E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.3000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.1649984863906E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.3000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.1712462442594E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.3000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.1779018436053E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.3000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.2154727175191E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.3000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.2197815173108E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.3000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.2402641754206E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.4000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.9793185880360E+02     0.4000000000000E+01     0.4000000000000E+01     0.0000000000000E+00     0.3386465925736E+01     0.3386465925736E+01     0.0000000000000E+00
  0.4000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.9826806181660E+02     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.4000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.1394301772055E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.4000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.1649920976756E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.4000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.1661858500330E+03     0.4000000000000E+01     0.0000000000000E+00     0.4000000000000E+01     0.2172370733474E+02     0.0000000000000E+00     0.2172370733474E+02
  0.4000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.1722887380613E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.4000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.2210376938143E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.4000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.2213424863782E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.4000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.2399512492360E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.5000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.1070286228566E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.5000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.1132557318306E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.5000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.1378932197084E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.5000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.1566248114307E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.5000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.1619802990042E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.5000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.1780065459478E+03     0.8000000000000E+01     0.8000000000000E+01     0.0000000000000E+00     0.2507646245912E+02     0.2507646245912E+02     0.0000000000000E+00
  0.5000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.2214261112822E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.5000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.2261583878018E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.5000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.2362477497386E+03     0.8000000000000E+01     0.0000000000000E+00     0.8000000000000E+01     0.3893423838370E+02     0.0000000000000E+00     0.3893423838370E+02
  0.6000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.1134272873445E+03     0.4000000000000E+01     0.4000000000000E+01     0.0000000000000E+00     0.3177995702794E+01     0.3177995702794E+01     0.0000000000000E+00
  0.6000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.1276862401119E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.6000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.1367485046502E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.6000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.1495344823193E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.6000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.1580205872935E+03     0.4000000000000E+01     0.4000000000000E+01     0.0000000000000E+00     0.3404138545077E+02     0.3404138545077E+02     0.0000000000000E+00
  0.6000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.1789180787747E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.6000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.2209413051295E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.6000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.2286701590037E+03     0.4000000000000E+01     0.0000000000000E+00     0.4000000000000E+01     0.2151066010056E+02     0.0000000000000E+00     0.2151066010056E+02
  0.6000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.2338536545127E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.3000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.1091890863687E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.3000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.1326688381901E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.3000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.1434934732425E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.3000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.1454121386480E+03     0.4000000000000E+01     0.4000000000000E+01     0.0000000000000E+00     0.8603177877435E+01     0.8603177877435E+01     0.0000000000000E+00
 -0.3000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.1576543655262E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.3000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.1792470504185E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.3000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.2186050172863E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.3000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.2278363324149E+03     0.1000000000000E+01     0.0000000000000E+00     0.1000000000000E+01     0.3843946330420E+01     0.0000000000000E+00     0.3843946330420E+01
 -0.3000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.2339980357994E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.2000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.9836803383370E+02     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.2000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.1189977721220E+03     0.6000000000000E+01     0.6000000000000E+01     0.0000000000000E+00     0.5144612458876E+01     0.5144612458876E+01     0.0000000000000E+00
 -0.2000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.1467354598847E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.2000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.1554476419234E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.2000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.1643764190946E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.2000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.1829870022549E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.2000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.2153513231059E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.2000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.2240526801379E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.2000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.2331511972879E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.1000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.8811059084320E+02     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.1000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.9960739114690E+02     0.4000000000000E+01     0.4000000000000E+01     0.0000000000000E+00     0.4910548115516E+01     0.4910548115516E+01     0.0000000000000E+00
 -0.1000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.1527359586422E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.1000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.1633974584555E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.1000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.1690411407733E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.1000000000000E+00     0.1000000000000E+00     0.4000000000000E+00     0.1862640586405E+03     0.4000000000000E+01     0.4000000000000E+01     0.0000000000000E+00     0.1516755478163E+02     0.1516755478163E+02     0.0000000000000E+00
