# qx                      qy                      qz                      omega                   d2dos                   d2dos1                  d2dos2                  n2dos                   n2dos1                  n2dos2
 -0.2000000000000E+00    -0.4000000000000E+00     0.2000000000000E+00     0.1752200050719E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.2000000000000E+00    -0.4000000000000E+00     0.2000000000000E+00     0.2168064238914E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.2000000000000E+00    -0.4000000000000E+00     0.2000000000000E+00     0.2284944637475E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.2000000000000E+00    -0.4000000000000E+00     0.2000000000000E+00     0.2343344733402E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.1000000000000E+00    -0.4000000000000E+00     0.2000000000000E+00     0.9836804781700E+02     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.1000000000000E+00    -0.4000000000000E+00     0.2000000000000E+00     0.1189977564616E+03     0.6000000000000E+01     0.6000000000000E+01     0.0000000000000E+00     0.5144614024046E+01     0.5144614024046E+01     0.0000000000000E+00
 -0.1000000000000E+00    -0.4000000000000E+00     0.2000000000000E+00     0.1467354459017E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.1000000000000E+00    -0.4000000000000E+00     0.2000000000000E+00     0.1554476851429E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.1000000000000E+00    -0.4000000000000E+00     0.2000000000000E+00     0.1643763909483E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.1000000000000E+00    -0.4000000000000E+00     0.2000000000000E+00     0.1829869875126E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.1000000000000E+00    -0.4000000000000E+00     0.2000000000000E+00     0.2153513103708E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.1000000000000E+00    -0.4000000000000E+00     0.2000000000000E+00     0.2240526696153E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.1000000000000E+00    -0.4000000000000E+00     0.2000000000000E+00     0.2331512049637E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.0000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.8218705064800E+02     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.0000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.1014631831997E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.0000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.1497580309870E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.0000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.1623219004844E+03     0.1600000000000E+02     0.0000000000000E+00     0.1600000000000E+02     0.1064650546672E+03     0.0000000000000E+00     0.1064650546672E+03
  0.0000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.1668112188135E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.0000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.1923419157176E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.0000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.2132473676323E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.0000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.2164696025095E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.0000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.2323745873018E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.1000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.8811057358010E+02     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.1000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.9960736829740E+02     0.4000000000000E+01     0.4000000000000E+01     0.0000000000000E+00     0.4910547102202E+01     0.4910547102202E+01     0.0000000000000E+00
  0.1000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.1527359492744E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.1000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.1633974676342E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.1000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.1690411177796E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.1000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.1862640785503E+03     0.4000000000000E+01     0.4000000000000E+01     0.0000000000000E+00     0.1516755518289E+02     0.1516755518289E+02     0.0000000000000E+00
  0.1000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.2134176234025E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.1000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.2189506226137E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.1000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.2305761022378E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.2000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.9819445598850E+02     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.2000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.1036773379390E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.2000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.1499483797876E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.2000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.1645320022929E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.2000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.1682782477984E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.2000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.1797493593993E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.2000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.2181401508701E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.2000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.2191680909795E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.2000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.2310190812468E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.3000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.1034911907285E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.3000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.1192489052726E+03     0.8000000000000E+01     0.8000000000000E+01     0.0000000000000E+00     0.2807482648202E+02     0.2807482648202E+02     0.0000000000000E+00
  0.3000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.1442181486926E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.3000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.1561421681260E+03     0.5000000000000E+01     0.5000000000000E+01     0.0000000000000E+00     0.1189877668123E+02     0.1189877668123E+02     0.0000000000000E+00
  0.3000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.1660250147951E+03     0.2000000000000E+01     0.2000000000000E+01     0.0000000000000E+00     0.6543186488176E+01     0.6543186488176E+01     0.0000000000000E+00
  0.3000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.1784016209956E+03     0.4000000000000E+01     0.4000000000000E+01     0.0000000000000E+00     0.1061004777919E+02     0.1061004777919E+02     0.0000000000000E+00
  0.3000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.2170076584860E+03     0.2000000000000E+01     0.0000000000000E+00     0.2000000000000E+01     0.1126308317077E+02     0.0000000000000E+00     0.1126308317077E+02
  0.3000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.2254826228630E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.3000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.2326814683257E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.4000000000000E+00     0.7000000000000E+00     0.2000000000000E+00     0.1106628204691E+03     0.4000000000000E+01     0.4000000000000E+01     0.0000000000000E+00     0.4346136815297E+01     0.4346136815297E+01     0.0000000000000E+00
  0.4000000000000E+00     0.7000000000000E+00     0.2000000000000E+00     0.1329184879008E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.4000000000000E+00     0.7000000000000E+00     0.2000000000000E+00     0.1392779611080E+03     0.8000000000000E+01     0.4000000000000E+01     0.4000000000000E+01     0.3772736903840E+02     0.1257282949275E+02     0.2515453954565E+02
  0.4000000000000E+00     0.7000000000000E+00     0.2000000000000E+00     0.1485362806138E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.4000000000000E+00     0.7000000000000E+00     0.2000000000000E+00     0.1601031154666E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.4000000000000E+00     0.7000000000000E+00     0.2000000000000E+00     0.1754453380353E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.4000000000000E+00     0.7000000000000E+00     0.2000000000000E+00     0.2171038327697E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.4000000000000E+00     0.7000000000000E+00     0.2000000000000E+00     0.2302128659440E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.4000000000000E+00     0.7000000000000E+00     0.2000000000000E+00     0.2340075807631E+03     0.8000000000000E+01     0.0000000000000E+00     0.8000000000000E+01     0.2928436346941E+02     0.0000000000000E+00     0.2928436346941E+02
  0.5000000000000E+00     0.7000000000000E+00     0.2000000000000E+00     0.1157370503816E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.5000000000000E+00     0.7000000000000E+00     0.2000000000000E+00     0.1349705201526E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.5000000000000E+00     0.7000000000000E+00     0.2000000000000E+00     0.1396637227971E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.5000000000000E+00     0.7000000000000E+00     0.2000000000000E+00     0.1432687635282E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.5000000000000E+00     0.7000000000000E+00     0.2000000000000E+00     0.1567257397575E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.5000000000000E+00     0.7000000000000E+00     0.2000000000000E+00     0.1753043892055E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.5000000000000E+00     0.7000000000000E+00     0.2000000000000E+00     0.2188476653535E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.5000000000000E+00     0.7000000000000E+00     0.2000000000000E+00     0.2313297721415E+03     0.8000000000000E+01     0.0000000000000E+00     0.8000000000000E+01     0.3138350909176E+02     0.0000000000000E+00     0.3138350909176E+02
  0.5000000000000E+00     0.7000000000000E+00     0.2000000000000E+00     0.2340301249616E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.4000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.1134272502778E+03     0.4000000000000E+01     0.4000000000000E+01     0.0000000000000E+00     0.3177995551049E+01     0.3177995551049E+01     0.0000000000000E+00
 -0.4000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.1276861529769E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.4000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.1367484932984E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.4000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.1495344639406E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.4000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.1580205571241E+03     0.4000000000000E+01     0.4000000000000E+01     0.0000000000000E+00     0.3404138642725E+02     0.3404138642725E+02     0.0000000000000E+00
 -0.4000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.1789180298611E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.4000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.2209412987671E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.4000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.2286701609041E+03     0.4000000000000E+01     0.0000000000000E+00     0.4000000000000E+01     0.2151066054292E+02     0.0000000000000E+00     0.2151066054292E+02
 -0.4000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.2338536513043E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.3000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.1073472834205E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.3000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.1138298682824E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.3000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.1403310510580E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.3000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.1580671204877E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.3000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.1625462461932E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.3000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.1777047664052E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.3000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.2222535621459E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.3000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.2236828694831E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.3000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.2349065554504E+03     0.6000000000000E+01     0.0000000000000E+00     0.6000000000000E+01     0.2396378302652E+02     0.0000000000000E+00     0.2396378302652E+02
 -0.2000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.9588771131900E+02     0.6000000000000E+01     0.6000000000000E+01     0.0000000000000E+00     0.4571790536518E+01     0.4571790536518E+01     0.0000000000000E+00
 -0.2000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.1069179891101E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.2000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.1436966868713E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.2000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.1615280046462E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.2000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.1699895938272E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.2000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.1758261331620E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.2000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.2165545461904E+03     0.6000000000000E+01     0.0000000000000E+00     0.6000000000000E+01     0.2764927488669E+02     0.0000000000000E+00     0.2764927488669E+02
 -0.2000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.2238450238005E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.2000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.2355088196031E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.1000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.8530324506630E+02     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.1000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.1041975459762E+03     0.4000000000000E+01     0.4000000000000E+01     0.0000000000000E+00     0.8271749827290E+01     0.8271749827290E+01     0.0000000000000E+00
 -0.1000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.1464228348465E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.1000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.1609188732861E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.1000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.1679589663833E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.1000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.1872035977977E+03     0.1600000000000E+02     0.8000000000000E+01     0.8000000000000E+01     0.6319426505077E+02     0.2680810208739E+02     0.3638616296338E+02
 -0.1000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.2126732390179E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.1000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.2210279891688E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
 -0.1000000000000E+00    -0.3000000000000E+00     0.2000000000000E+00     0.2344510332485E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.0000000000000E+00    -0.2000000000000E+00     0.2000000000000E+00     0.6520894805230E+02     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.0000000000000E+00    -0.2000000000000E+00     0.2000000000000E+00     0.8294287332190E+02     0.2000000000000E+01     0.2000000000000E+01     0.0000000000000E+00     0.4958609735326E+01     0.4958609735326E+01     0.0000000000000E+00
  0.0000000000000E+00    -0.2000000000000E+00     0.2000000000000E+00     0.1342311660262E+03     0.2000000000000E+01     0.0000000000000E+00     0.2000000000000E+01     0.1326584788239E+02     0.0000000000000E+00     0.1326584788239E+02
  0.0000000000000E+00    -0.2000000000000E+00     0.2000000000000E+00     0.1694766566969E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.0000000000000E+00    -0.2000000000000E+00     0.2000000000000E+00     0.1715925324481E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.0000000000000E+00    -0.2000000000000E+00     0.2000000000000E+00     0.1946522757725E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.0000000000000E+00    -0.2000000000000E+00     0.2000000000000E+00     0.2106103030388E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.0000000000000E+00    -0.2000000000000E+00     0.2000000000000E+00     0.2147963167123E+03     0.1000000000000E+01     0.0000000000000E+00     0.1000000000000E+01     0.7805975523514E+01     0.0000000000000E+00     0.7805975523514E+01
  0.0000000000000E+00    -0.2000000000000E+00     0.2000000000000E+00     0.2343503060638E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.1000000000000E+00    -0.2000000000000E+00     0.2000000000000E+00     0.7205621895710E+02     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.1000000000000E+00    -0.2000000000000E+00     0.2000000000000E+00     0.8435441510310E+02     0.8000000000000E+01     0.8000000000000E+01     0.0000000000000E+00     0.8164921698015E+01     0.8164921698015E+01     0.0000000000000E+00
  0.1000000000000E+00    -0.2000000000000E+00     0.2000000000000E+00     0.1375990632103E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.1000000000000E+00    -0.2000000000000E+00     0.2000000000000E+00     0.1669500727603E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.1000000000000E+00    -0.2000000000000E+00     0.2000000000000E+00     0.1731463363687E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.1000000000000E+00    -0.2000000000000E+00     0.2000000000000E+00     0.1889169594437E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.1000000000000E+00    -0.2000000000000E+00     0.2000000000000E+00     0.2116443286675E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.1000000000000E+00    -0.2000000000000E+00     0.2000000000000E+00     0.2167388598128E+03     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.1000000000000E+00    -0.2000000000000E+00     0.2000000000000E+00     0.2355915730548E+03     0.1000000000000E+02     0.0000000000000E+00     0.1000000000000E+02     0.4386905458814E+02     0.0000000000000E+00     0.4386905458814E+02
  0.2000000000000E+00    -0.2000000000000E+00     0.2000000000000E+00     0.8759554898020E+02     0.1200000000000E+02     0.1200000000000E+02     0.0000000000000E+00     0.9625420344628E+01     0.9625420344628E+01     0.0000000000000E+00
  0.2000000000000E+00    -0.2000000000000E+00     0.2000000000000E+00     0.8906896169500E+02     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00     0.0000000000000E+00
  0.2000000000000E+00    -0.2000000000000E+00     0.2000000000000E+00     0.1437353203522E+03     0.4000000000000E+01     0.4000000000000E+01     0.0000000000000E+00     0.5693273551380E+01     0.5693273551380E+01     0.0000000000000E+00
